# ROAD NETWORK GRAPH - TIRANA, ALBANIA
# Data Source: OpenStreetMap 
# Graph Type: Directed weighted graph
# Weight Unit: Meters (great-circle distance)
# Coordinate System: WGS84
# Contains: Road network edges with distances
# V = 9,433; E = 18,365;
source,target,weight
6959218907,4655547951,8.82
4655547951,10563627334,4.33
10563627334,4655759591,47.09
4655759591,4655547944,9.36
4655547944,11335691039,3.70
11335691039,12550003942,29.08
12550003942,4655759589,3.35
4655759589,4655547938,9.85
4655547938,4655758786,19.56
4655758786,1863293020,14.68
1863293020,4655758425,30.63
4655758425,4655758422,11.41
4655758422,12550003940,8.76
12550003940,4551141118,35.16
4551141118,4551141114,14.62
4551141114,4551141126,23.24
4551141126,6879759304,9.85
4655549893,6317624550,12.82
6317624550,6879759327,105.51
6879759327,6946165105,101.42
6946165105,6886418744,41.68
1843028658,6274653704,11.34
6274653704,9536060460,73.34
9536060460,9536060462,17.41
9536060462,1842446655,44.35
1842446655,1843574827,39.91
1843574827,6883585602,3.15
6883585602,1842446657,38.27
1842446657,4551484158,81.02
4551484158,1842446669,14.86
1842446669,4551484156,15.65
4551484156,11115128903,4.62
11115128903,1842446693,100.64
1842446693,1843574911,42.14
1843574911,5297403659,11.94
1842449677,12195626778,37.41
12195626778,9974620278,2.44
9974620278,9992527859,1.98
9992527859,6442424395,39.05
6442424395,4655549032,37.25
4655549032,4655547881,10.47
4655547881,4655548614,63.87
4655548614,12088007410,6.96
12088007410,1842449688,7.32
1842449688,6938555105,20.48
6938555105,1842449690,17.44
1842449690,6938555103,10.81
6938555103,4551484144,36.61
4551484144,1842449692,8.17
5887776770,5887776771,32.55
5887776771,5887776770,32.55
5887776771,5887776772,45.81
5887776772,5887776771,45.81
2446133123,2618516943,30.06
2618516943,4659181463,27.89
4659181463,4659181469,23.00
4659181469,4659181487,8.83
4659181487,4659181482,17.22
4659181482,4659181478,18.59
4659181478,4659181488,40.65
4659181488,1843039343,33.31
1842467299,6159437322,12.91
6159437322,1842467299,12.91
6159437322,6949961509,12.96
6949961509,6159437322,12.96
6949961509,6949961510,5.24
6949961510,6949961509,5.24
6949961510,1842457401,8.63
1842457401,6949961510,8.63
4659049003,1876396730,32.69
1876396730,11386295703,3.89
11386295703,11386295701,20.50
11386295701,11386295709,5.80
11386295709,1831366455,29.45
1831366455,1876396726,7.32
1876396726,1842472105,6.42
1842472105,6373577743,6.09
6373577743,4659336139,5.80
4659336139,12143034856,17.31
12143034856,11386295687,10.29
11386295687,4659336138,15.05
4659336138,12143034852,16.29
12143034852,12143034847,8.49
12143034847,2690960324,24.09
2690960324,4659048676,3.41
4659048676,4659336124,12.09
4659336124,2690967187,37.24
2690967187,11386275912,16.05
11386275912,6981894163,31.37
