# ROAD NETWORK GRAPH - TOKYO
# Data Source: OpenStreetMap 
# Graph Type: Directed weighted graph
# Weight Unit: Meters (great-circle distance)
# Coordinate System: WGS84
# Contains: Road network edges with distances
# V = 4,968; E = 10,620;
source,target,weight
475368789,475368777,32.95
475368790,475368791,43.14
475368791,475368790,43.14
475368791,475368792,26.87
475368792,475368791,26.87
475368792,472446998,89.13
472446998,475368792,89.13
475368775,475368793,39.77
475368793,475368775,39.77
475368793,475368794,39.64
475368794,475368793,39.64
475368802,4506493835,57.17
4506493835,475368802,57.17
4506493835,475368803,1.58
475368803,4506493835,1.58
475368803,475368804,54.75
475368804,475368803,54.75
475368808,475368622,48.30
475368622,475368808,48.30
475368807,1665929826,46.07
1665929826,475368807,46.07
1665929826,475368622,3.76
475368622,1665929826,3.76
475368622,1665929811,12.18
1665929811,475368622,12.18
1665929811,475368851,11.49
475368851,1665929811,11.49
475368851,475368850,9.07
475368850,475368851,9.07
475368850,475368960,2.93
475368960,475368850,2.93
475368960,1665929794,11.44
1665929794,475368960,11.44
1665929794,475368965,11.07
475368965,1665929794,11.07
475368965,475368973,4.45
475368973,475368965,4.45
475368973,12853578645,0.79
12853578645,475368973,0.79
12853578645,475368970,6.56
475368970,12853578645,6.56
475368970,475368811,25.50
475368811,475368970,25.50
475368796,4506493844,14.99
4506493844,475368796,14.99
4506493844,475368812,13.46
475368812,4506493844,13.46
475368812,4506493842,8.55
4506493842,475368812,8.55
4506493842,475368818,29.33
475368818,4506493842,29.33
475368818,475368845,20.33
475368845,475368818,20.33
475368845,4506493840,16.13
4506493840,475368845,16.13
4506493840,475368813,17.47
475368813,4506493840,17.47
475368813,1665929847,14.63
1665929847,475368813,14.63
1665929847,1665929838,13.77
1665929838,1665929847,13.77
1665929838,475368814,27.51
475368814,1665929838,27.51
475368814,475368815,14.93
475368815,475368814,14.93
475368806,475368816,38.98
475368816,475368806,38.98
475368816,475368817,21.23
475368817,475368816,21.23
475368817,12477236603,3.00
12477236603,475368817,3.00
12477236603,475368813,24.27
475368813,12477236603,24.27
475368813,472447015,78.41
472447015,475368813,78.41
475368847,475368812,109.96
475368812,475368847,109.96
475368818,475368819,54.67
475368819,475368818,54.67
475368819,475368805,39.18
475368805,475368819,39.18
475368819,475368820,66.18
475368820,475368819,66.18
475368797,475368821,49.19
475368821,475368797,49.19
475368821,475368822,16.19
475368822,475368821,16.19
475368822,475368832,18.96
475368832,475368822,18.96
475368832,475368823,48.55
475368823,475368832,48.55
475368823,475368824,23.45
475368824,475368823,23.45
475368824,475368830,49.46
475368830,475368824,49.46
475368832,475368830,25.67
475368830,475368832,25.67
475368830,475368833,12.67
475368833,475368830,12.67
475368833,475368834,52.15
475368834,475368833,52.15
475368834,1665929882,17.88
1665929882,475368834,17.88
475368835,1665929881,67.02
1665929881,475368835,67.02
1665929881,475368837,76.30
475368837,1665929881,76.30
475368837,2649421046,8.28
2649421046,475368837,8.28
2649421046,475368840,10.45
475368840,2649421046,10.45
475368840,475368838,12.30
475368838,475368840,12.30
475368838,1665929864,93.33
1665929864,475368838,93.33
1665929864,475368839,48.32
475368839,1665929864,48.32
475368840,12462440804,19.28
12462440804,475368840,19.28
12462440804,475368841,3.63
475368841,12462440804,3.63
